Entity,Code,Year,Work hours per persons engaged (hours per person engaged)
Israel,ISR,1999,1997.4630996309966
Israel,ISR,2000,1998.3370902775212
Israel,ISR,2001,1971.9427881625636
Israel,ISR,2002,1989.9092558983666
Israel,ISR,2003,1977.8965876063007
Israel,ISR,2004,1957.512989996819
Israel,ISR,2005,1948.1225634361535
Israel,ISR,2006,1937.1108965609083
Israel,ISR,2007,1950.0367142355458
Israel,ISR,2008,1945.0505424063115
Israel,ISR,2009,1946.1475731674168
Israel,ISR,2010,1941.8798909698407
Israel,ISR,2011,1933.1492970573167
Israel,ISR,2012,1905.5592033267674
Israel,ISR,2013,1896.1474929397345
Israel,ISR,2014,1880.2771218765406
Italy,ITA,1950,2107.1048931875735
Italy,ITA,1951,2113.5570929841056
Italy,ITA,1952,2120.02905016545
Italy,ITA,1953,2126.520825231012
Italy,ITA,1954,2133.032478865455
Italy,ITA,1955,2139.564071939263
Italy,ITA,1956,2146.1156655093155
Italy,ITA,1957,2152.6873208194534
Italy,ITA,1958,2159.2790993010535
Italy,ITA,1959,2165.8910625736034
Italy,ITA,1960,2172.523272445275
Italy,ITA,1961,2155.781347876595
Italy,ITA,1962,2106.5201335918687
Italy,ITA,1963,2091.7282316303626
Italy,ITA,1964,2085.5745615142096
Italy,ITA,1965,2027.776647954795
Italy,ITA,1966,2046.4785493042418
Italy,ITA,1967,2071.006628458581
Italy,ITA,1968,2064.543383543637
Italy,ITA,1969,2063.420552762172
Italy,ITA,1970,2042.0827862448873
Italy,ITA,1971,1989.6077917377097
Italy,ITA,1972,1970.8397937022505
Italy,ITA,1973,1954.5457954078256
Italy,ITA,1974,1923.9607986093115
Italy,ITA,1975,1908.5118002264362
Italy,ITA,1976,1906.3868004488704
Italy,ITA,1977,1871.4968041009827
Italy,ITA,1978,1861.521805145116
Italy,ITA,1979,1854.978805830005
Italy,ITA,1980,1856.0348057194683
Italy,ITA,1981,1862.3118050624228
Italy,ITA,1982,1873.7178038684995
Italy,ITA,1983,1872.9898039447028
Italy,ITA,1984,1862.6248050296597
Italy,ITA,1985,1859.1258053959177
Italy,ITA,1986,1867.5608045129836
Italy,ITA,1987,1886.6868025109688
Italy,ITA,1988,1890.351802127335
Italy,ITA,1989,1874.4878037878998
Italy,ITA,1990,1863.7768049090741
Italy,ITA,1991,1856.8278056364607
Italy,ITA,1992,1859.9718053073623
Italy,ITA,1993,1859.834805321703
Italy,ITA,1994,1853.7558059580224
Italy,ITA,1995,1856.0868057140249
Italy,ITA,1996,1866.1271899184364
Italy,ITA,1997,1860.1130967992838
Italy,ITA,1998,1873.7857040525778
Italy,ITA,1999,1870.3572029582392
Italy,ITA,2000,1850.8061664632319
Italy,ITA,2001,1837.76056200023
Italy,ITA,2002,1826.5937219806094
Italy,ITA,2003,1815.7973647591243
Italy,ITA,2004,1815.3416021605117
Italy,ITA,2005,1812.055115442854
Italy,ITA,2006,1812.5823133390438
Italy,ITA,2007,1818.1525920244792
Italy,ITA,2008,1807.0318984425544
Italy,ITA,2009,1775.6611502276785
Italy,ITA,2010,1777.2736486350072
Italy,ITA,2011,1773.2564093274884
Italy,ITA,2012,1734.174715725546
Italy,ITA,2013,1732.9079375781096
Italy,ITA,2014,1733.9158368661474
Jamaica,JAM,1986,1864.8246322048867
Jamaica,JAM,1987,1893.6748517606356
Jamaica,JAM,1988,1914.996896340259
Jamaica,JAM,1989,1972.9107809054408
Jamaica,JAM,1990,1938.222785563002
Jamaica,JAM,1991,1947.9749154873257
Jamaica,JAM,1992,1963.452504131622
Jamaica,JAM,1993,1951.1326484494298
Jamaica,JAM,1994,1958.8782166560031
Jamaica,JAM,1995,1948.5249909523184
Jamaica,JAM,1996,1969.2647120222023
Jamaica,JAM,1997,1963.9473525315382
Jamaica,JAM,1998,1999.2107457890293
Jamaica,JAM,1999,1983.4502748439056
Jamaica,JAM,2000,1963.4492683063088
Jamaica,JAM,2001,1970.63687961104
Jamaica,JAM,2002,1928.6277879402685
Jamaica,JAM,2003,1945.1114656457987
Jamaica,JAM,2004,1931.1036330644124
Jamaica,JAM,2005,1928.2658532552111
Jamaica,JAM,2006,1934.114954502669
Jamaica,JAM,2007,1938.9176639803172
Jamaica,JAM,2008,1951.2129082647987
Jamaica,JAM,2009,1889.2409702024868
Jamaica,JAM,2010,1886.406078980202
Jamaica,JAM,2011,1898.3067462355846
Jamaica,JAM,2012,1880.7539514585756
Jamaica,JAM,2013,1867.8849102873348
Jamaica,JAM,2014,1867.8849102873348
Japan,JPN,1950,2130.910142587793
Japan,JPN,1951,2112.6247082863893
Japan,JPN,1952,2094.4961821065003
Japan,JPN,1953,2076.523217612587
Japan,JPN,1954,2108.3791982728385
Japan,JPN,1955,2135.215824947231
Japan,JPN,1956,2188.163314259202
Japan,JPN,1957,2212.3814615082715
Japan,JPN,1958,2238.7259191563326
Japan,JPN,1959,2262.969095941759
Japan,JPN,1960,2280.447696453603
Japan,JPN,1961,2282.982039772572
Japan,JPN,1962,2259.2490498586953
Japan,JPN,1963,2252.5612173827008
Japan,JPN,1964,2260.11919042967
Japan,JPN,1965,2240.801262715317
Japan,JPN,1966,2249.0136783750163
Japan,JPN,1967,2263.311727573191
Japan,JPN,1968,2267.267185746819
Japan,JPN,1969,2253.2792424045806
Japan,JPN,1970,2243
Japan,JPN,1971,2239
Japan,JPN,1972,2228
Japan,JPN,1973,2201
Japan,JPN,1974,2137
Japan,JPN,1975,2112
Japan,JPN,1976,2128
Japan,JPN,1977,2129
Japan,JPN,1978,2123
Japan,JPN,1979,2126
Japan,JPN,1980,2121
Japan,JPN,1981,2106
Japan,JPN,1982,2104
Japan,JPN,1983,2095
Japan,JPN,1984,2108
Japan,JPN,1985,2093
Japan,JPN,1986,2097
Japan,JPN,1987,2096
Japan,JPN,1988,2092
Japan,JPN,1989,2070
Japan,JPN,1990,2031
Japan,JPN,1991,1998
Japan,JPN,1992,1965
Japan,JPN,1993,1905
Japan,JPN,1994,1898
Japan,JPN,1995,1884
Japan,JPN,1996,1892
Japan,JPN,1997,1865
Japan,JPN,1998,1842
Japan,JPN,1999,1810
Japan,JPN,2000,1821
Japan,JPN,2001,1809
Japan,JPN,2002,1798
Japan,JPN,2003,1799
Japan,JPN,2004,1787
Japan,JPN,2005,1775
Japan,JPN,2006,1784
Japan,JPN,2007,1785
Japan,JPN,2008,1771
Japan,JPN,2009,1714
Japan,JPN,2010,1733
Japan,JPN,2011,1728
Japan,JPN,2012,1745
Japan,JPN,2013,1734
Japan,JPN,2014,1729
Latvia,LVA,1990,2072.7451634376707
Latvia,LVA,1991,2065.2602428707605
Latvia,LVA,1992,2037.8558926692676
Latvia,LVA,1993,2036.911940504635
Latvia,LVA,1994,2065.259832528706
Latvia,LVA,1995,2052.882340677032
Latvia,LVA,1996,2050.133495876602
Latvia,LVA,1997,2106.371571823342
Latvia,LVA,1998,2096.1464671057524
Latvia,LVA,1999,2106.371571823342
Latvia,LVA,2000,2209.389501853051
Latvia,LVA,2001,2200.924400608573
Latvia,LVA,2002,2157.1478087121404
Latvia,LVA,2003,2143.4461310773786
Latvia,LVA,2004,2108.3608339096927
Latvia,LVA,2005,2143.8250887689087
Latvia,LVA,2006,1906.8286257866237
Latvia,LVA,2007,1878.2091403761033
Latvia,LVA,2008,2002.249139867497
Latvia,LVA,2009,1952.2241402204222
Latvia,LVA,2010,1935.135327382011
Latvia,LVA,2011,1951.8978767139286
Latvia,LVA,2012,1934.2838723046636
Latvia,LVA,2013,1927.7460810461048
Latvia,LVA,2014,1938.4757537387495
Lithuania,LTU,1990,1746.0883604989194
Lithuania,LTU,1991,1739.7830351209238
Lithuania,LTU,1992,1716.6975069248274
Lithuania,LTU,1993,1715.9023180532733
Lithuania,LTU,1994,1739.7826894472257
Lithuania,LTU,1995,1729.355843525398
Lithuania,LTU,1996,1727.0402062750914
Lithuania,LTU,1997,1732.69395478538
Lithuania,LTU,1998,1779.593816916488
Lithuania,LTU,1999,1726.0138625649165
Lithuania,LTU,2000,1846.227460173386
Lithuania,LTU,2001,1831.2193998469527
Lithuania,LTU,2002,1802.17110735079
Lithuania,LTU,2003,1785.8863303196301
Lithuania,LTU,2004,1878.5561307708674
Lithuania,LTU,2005,1878.9719297257727
Lithuania,LTU,2006,1874.210243881773
Lithuania,LTU,2007,1903.7567294518176
Lithuania,LTU,2008,1933.5715137193306
Lithuania,LTU,2009,1862.943692034242
Lithuania,LTU,2010,1884.2865965655253
Lithuania,LTU,2011,1858.8728346770974
Lithuania,LTU,2012,1857.2939054043452
Lithuania,LTU,2013,1841.2473198182506
Lithuania,LTU,2014,1833.5298715292797
Luxembourg,LUX,1950,2140.9299399600245
Luxembourg,LUX,1951,2130.481750607486
Luxembourg,LUX,1952,2120.0845506211604
Luxembourg,LUX,1953,2109.738091162195
Luxembourg,LUX,1954,2099.442124606121
Luxembourg,LUX,1955,2089.19640453693
Luxembourg,LUX,1956,2079.000685741175
Luxembourg,LUX,1957,2068.854724202103
Luxembourg,LUX,1958,2058.7582770938147
Luxembourg,LUX,1959,2048.711102775451
Luxembourg,LUX,1960,2038.7129607854117
Luxembourg,LUX,1961,2026.6195933916147
Luxembourg,LUX,1962,2014.5979622047944
Luxembourg,LUX,1963,2002.6476416955493
Luxembourg,LUX,1964,1990.76820885866
Luxembourg,LUX,1965,1978.9592431981168
Luxembourg,LUX,1966,1967.2203267122347
Luxembourg,LUX,1967,1955.5510438788576
Luxembourg,LUX,1968,1943.9509816406503
Luxembourg,LUX,1969,1932.4197293904776
Luxembourg,LUX,1970,1920.9568789568698
Luxembourg,LUX,1971,1917.3035025114414
Luxembourg,LUX,1972,1895.882850874141
Luxembourg,LUX,1973,1865.4314235841155
Luxembourg,LUX,1974,1840.9762269428031
Luxembourg,LUX,1975,1812.2242205530601
Luxembourg,LUX,1976,1829.3622558236134
Luxembourg,LUX,1977,1803.2369712708323
Luxembourg,LUX,1978,1784.919939095072
Luxembourg,LUX,1979,1767.6342926550067
Luxembourg,LUX,1980,1750.766877861893
Luxembourg,LUX,1981,1725.531045227968
Luxembourg,LUX,1982,1707.1723791326017
Luxembourg,LUX,1983,1701.313351173499
Luxembourg,LUX,1984,1687.1179174023036
Luxembourg,LUX,1985,1701.3575798323445
Luxembourg,LUX,1986,1693.7404219200848
Luxembourg,LUX,1987,1690.8842334177589
Luxembourg,LUX,1988,1711.8181490788188
Luxembourg,LUX,1989,1700.4032236603696
Luxembourg,LUX,1990,1700.4061722376257
Luxembourg,LUX,1991,1682.3235307834643
Luxembourg,LUX,1992,1660.4391903867715
Luxembourg,LUX,1993,1667.0941292543728
Luxembourg,LUX,1994,1645.2088059985947
Luxembourg,LUX,1995,1657.2134468683157
Luxembourg,LUX,1996,1630.546514161809
Luxembourg,LUX,1997,1618.1654382623597
Luxembourg,LUX,1998,1612.4510955395367
Luxembourg,LUX,1999,1609.5919584599546
Luxembourg,LUX,2000,1602.9242424242425
Luxembourg,LUX,2001,1586.1125044786813
Luxembourg,LUX,2002,1580.598885793872
Luxembourg,LUX,2003,1579.28547008547
Luxembourg,LUX,2004,1578.309953239813
Luxembourg,LUX,2005,1554.746423927178
Luxembourg,LUX,2006,1556.1584220413276
Luxembourg,LUX,2007,1569.8620689655172
Luxembourg,LUX,2008,1570.2489982827706
Luxembourg,LUX,2009,1519.4022662889518
Luxembourg,LUX,2010,1521.0823594880358
Luxembourg,LUX,2011,1519.2945945945946
Luxembourg,LUX,2012,1513.221635883905
Luxembourg,LUX,2013,1502.9145077720207
Luxembourg,LUX,2014,1501.7105263157896
Malaysia,MYS,1970,2217.2286826347304
Malaysia,MYS,1971,2217.228699163542
Malaysia,MYS,1972,2217.228702417338
Malaysia,MYS,1973,2217.228701472557
Malaysia,MYS,1974,2217.2286819705955
Malaysia,MYS,1975,2217.2286815920397
Malaysia,MYS,1976,2217.228702010969
Malaysia,MYS,1977,2217.228686327078
Malaysia,MYS,1978,2217.2286878027303
Malaysia,MYS,1979,2217.2287021276597
Malaysia,MYS,1980,2217.2286866597724
Malaysia,MYS,1981,2217.228683655873
Malaysia,MYS,1982,2200.1921127833875
Malaysia,MYS,1983,2194.6760857614076
Malaysia,MYS,1984,2185.3849318267553
Malaysia,MYS,1985,2183.534439452365
Malaysia,MYS,1986,2184.6504574573355
Malaysia,MYS,1987,2177.2983338625313
Malaysia,MYS,1988,2199.8409179497176
Malaysia,MYS,1989,2208.8379570952447
Malaysia,MYS,1990,2245.0169783096485
Malaysia,MYS,1991,2275.8359030515403
Malaysia,MYS,1992,2283.301654416981
Malaysia,MYS,1993,2284.710038735542
Malaysia,MYS,1994,2280.061039642951
Malaysia,MYS,1995,2312.0553826030086
Malaysia,MYS,1996,2337.616348981463
Malaysia,MYS,1997,2345.087907856043
Malaysia,MYS,1998,2344.38458765524
Malaysia,MYS,1999,2337.991525040168
Malaysia,MYS,2000,2340.3397056919684
Malaysia,MYS,2001,2346.4263416287786
Malaysia,MYS,2002,2352.489678669908
Malaysia,MYS,2003,2347.5920598945686
Malaysia,MYS,2004,2345.959527030412
Malaysia,MYS,2005,2344.3269854858945
Malaysia,MYS,2006,2345.9595246900362
Malaysia,MYS,2007,2337.7968229566995
Malaysia,MYS,2008,2323.103972006454
Malaysia,MYS,2009,2316.573811861654
Malaysia,MYS,2010,2300.248413798899
Malaysia,MYS,2011,2287.188092214516
Malaysia,MYS,2012,2274.1277744592553
Malaysia,MYS,2013,2267.5976154428463
Malaysia,MYS,2014,2267.5976154428463
Malta,MLT,1954,2542.346590796984
Malta,MLT,1955,2539.8066724200717
Malta,MLT,1956,2537.2692915356415
Malta,MLT,1957,2534.734445608625
Malta,MLT,1958,2532.2021321064854
Malta,MLT,1959,2529.6723484992167
Malta,MLT,1960,2527.14509225934
Malta,MLT,1961,2535.274418293642
Malta,MLT,1962,2543.4298947622724
Malta,MLT,1963,2551.6116057860067
Malta,MLT,1964,2559.819635756221
Malta,MLT,1965,2568.0540693357616
Malta,MLT,1966,2576.314991459819
Malta,MLT,1967,2584.6024873368024
Malta,MLT,1968,2592.9166424492205
Malta,MLT,1969,2601.257542554562
Malta,MLT,1970,2609.625273686179
Malta,MLT,1971,2604.3043671812284
Malta,MLT,1972,2598.526902582878
Malta,MLT,1973,2603.615003261166
Malta,MLT,1974,2596.391555806098
Malta,MLT,1975,2590.1950407197546
Malta,MLT,1976,2568.4742570921085
Malta,MLT,1977,2584.5921804914015
Malta,MLT,1978,2550.6891853007683
Malta,MLT,1979,2494.519606155535
Malta,MLT,1980,2480.927625975534
Malta,MLT,1981,2436.7359066121053
Malta,MLT,1982,2409.5480661549923
Malta,MLT,1983,2367.939198101818
Malta,MLT,1984,2310.8784899867474
Malta,MLT,1985,2297.9215523672547
Malta,MLT,1986,2287.5319456695715
Malta,MLT,1987,2277.16044609174
Malta,MLT,1988,2271.957235865825
Malta,MLT,1989,2256.348898553783
Malta,MLT,1990,2258.926576401222
Malta,MLT,1991,2270.5849748542178
Malta,MLT,1992,2260.2833170243853
Malta,MLT,1993,2249.919577640776
Malta,MLT,1994,2248.5511967262796
Malta,MLT,1995,2247.3586481550046
Malta,MLT,1996,2240.4848764122057
Malta,MLT,1997,2242.9531749529606
Malta,MLT,1998,2267.363046405636
Malta,MLT,1999,2244.4655412205793
Malta,MLT,2000,2241.2773224043717
Malta,MLT,2001,2149.818767619815
Malta,MLT,2002,2210.2617310395613
Malta,MLT,2003,2195.3232092460694
Malta,MLT,2004,2091.397201579969
Malta,MLT,2005,2165.8799418220283
Malta,MLT,2006,2164.0870301609016
Malta,MLT,2007,2159.0506530742277
Malta,MLT,2008,2164.5644339505407
Malta,MLT,2009,2156.335403726708
Malta,MLT,2010,2112.9473555636982
Malta,MLT,2011,2064.1532976827093
Malta,MLT,2012,2031.5902620417173
Malta,MLT,2013,1987.470739048044
Malta,MLT,2014,1961.6832897754546
Mexico,MEX,1950,2274.718115341196
Mexico,MEX,1951,2274.295344453055
Mexico,MEX,1952,2273.8726521395834
Mexico,MEX,1953,2273.4500383861773
Mexico,MEX,1954,2273.027503178236
Mexico,MEX,1955,2272.6050465011617
Mexico,MEX,1956,2272.1826683403588
Mexico,MEX,1957,2271.760368681234
Mexico,MEX,1958,2271.338147509198
Mexico,MEX,1959,2270.916004809663
Mexico,MEX,1960,2270.493940568046
Mexico,MEX,1961,2261.4632412148644
Mexico,MEX,1962,2252.4684607114755
Mexico,MEX,1963,2243.5094561936653
Mexico,MEX,1964,2234.5860853654494
Mexico,MEX,1965,2225.6982064968142
Mexico,MEX,1966,2216.845678421465
Mexico,MEX,1967,2208.0283605345844
Mexico,MEX,1968,2199.2461127905985
Mexico,MEX,1969,2190.498795700954
Mexico,MEX,1970,2181.7862703318992
Mexico,MEX,1971,2180.024775726033
Mexico,MEX,1972,2178.2647032866225
Mexico,MEX,1973,2176.5060518654623
Mexico,MEX,1974,2174.994271457324
Mexico,MEX,1975,2173.483541117482
Mexico,MEX,1976,2171.97386011657
Mexico,MEX,1977,2170.465227725726
Mexico,MEX,1978,2168.9576432165954
Mexico,MEX,1979,2167.4511058613302
Mexico,MEX,1980,2165.9456149325874
Mexico,MEX,1981,2166.8826971097174
Mexico,MEX,1982,2167.8201847093105
Mexico,MEX,1983,2168.7580779067707
Mexico,MEX,1984,2169.6963768775768
Mexico,MEX,1985,2170.635081797284
Mexico,MEX,1986,2171.574192841523
Mexico,MEX,1987,2172.5137101860023
Mexico,MEX,1988,2173.4536340065038
Mexico,MEX,1989,2174.3939644788875
Mexico,MEX,1990,2175.4500081721744
Mexico,MEX,1991,2112.6669239923563
Mexico,MEX,1992,2103.687759726231
Mexico,MEX,1993,2111.9695497735343
Mexico,MEX,1994,2145.8807847601256
Mexico,MEX,1995,2161.47369533394
Mexico,MEX,1996,2192.0867690874675
Mexico,MEX,1997,2240.537809243138
Mexico,MEX,1998,2168.146436724702
Mexico,MEX,1999,2242.3799928755757
Mexico,MEX,2000,2173.9918019486995
Mexico,MEX,2001,2145.478910427364
Mexico,MEX,2002,2196.149876296039
Mexico,MEX,2003,2142.675988229726
Mexico,MEX,2004,2123.3635285370783
Mexico,MEX,2005,2188.8021862892388
Mexico,MEX,2006,2141.3243906866537
Mexico,MEX,2007,2125.2510730067443
Mexico,MEX,2008,2173.3559038624085
Mexico,MEX,2009,2081.5802856738137
Mexico,MEX,2010,2128.0409291465658
Mexico,MEX,2011,2132.335002431139
Mexico,MEX,2012,2106.8619728427007
Mexico,MEX,2013,2132.91491027706
Mexico,MEX,2014,2136.7732926322014
Netherlands,NLD,1950,1993.9946785886623
Netherlands,NLD,1951,1979.341152147655
Netherlands,NLD,1952,1964.7953119705396
Netherlands,NLD,1953,1950.3563666893488
Netherlands,NLD,1954,1936.0235307517435
Netherlands,NLD,1955,1921.7960243782748
Netherlands,NLD,1956,1907.6730735199596
Netherlands,NLD,1957,1893.6539098161688
Netherlands,NLD,1958,1879.7377705528243
Netherlands,NLD,1959,1865.9238986209032
Netherlands,NLD,1960,1852.2115424752476
Netherlands,NLD,1961,1850.5418087987998
Netherlands,NLD,1962,1848.8735803556833
Netherlands,NLD,1963,1847.2068557889588
Netherlands,NLD,1964,1845.5416337429099
Netherlands,NLD,1965,1843.8779128630429
Netherlands,NLD,1966,1842.2156917960847
Netherlands,NLD,1967,1840.5549691899823
Netherlands,NLD,1968,1838.8957436939017
Netherlands,NLD,1969,1875.043947794696
Netherlands,NLD,1970,1835.581778634557
Netherlands,NLD,1971,1802.0957264570404
Netherlands,NLD,1972,1800.3479846993653
Netherlands,NLD,1973,1773.9428862563198
Netherlands,NLD,1974,1720.4607886487431
Netherlands,NLD,1975,1667.3656338673795
Netherlands,NLD,1976,1651.4919793222705
Netherlands,NLD,1977,1631.2659678714635
Netherlands,NLD,1978,1602.7201857309456
Netherlands,NLD,1979,1581.2883524496142
Netherlands,NLD,1980,1578.3597851680179
Netherlands,NLD,1981,1577.834862729357
Netherlands,NLD,1982,1563.3320056383511
Netherlands,NLD,1983,1548.4102104486806
Netherlands,NLD,1984,1540.2914100640571
Netherlands,NLD,1985,1523.841840614817
Netherlands,NLD,1986,1508.9040477889205
Netherlands,NLD,1987,1487.642189392489
Netherlands,NLD,1988,1484.434663329204
Netherlands,NLD,1989,1479.6883646314443
Netherlands,NLD,1990,1473.8702243065522
Netherlands,NLD,1991,1464.7705688508308
Netherlands,NLD,1992,1471.1746226024952
Netherlands,NLD,1993,1460.8581469413439
Netherlands,NLD,1994,1468.490019273343
Netherlands,NLD,1995,1479.2354315557998
Netherlands,NLD,1996,1494.454826982631
Netherlands,NLD,1997,1480.0753657262278
Netherlands,NLD,1998,1476.342434294463
Netherlands,NLD,1999,1475.2928190499813
Netherlands,NLD,2000,1462.0211936662606
Netherlands,NLD,2001,1451.8977422052324
Netherlands,NLD,2002,1434.8143094447082
Netherlands,NLD,2003,1426.5539911705048
Netherlands,NLD,2004,1447.527828081613
Netherlands,NLD,2005,1433.5756085861615
Netherlands,NLD,2006,1430.4601479046837
Netherlands,NLD,2007,1429.7458670619085
Netherlands,NLD,2008,1430.0443123177024
Netherlands,NLD,2009,1421.9766915591763
Netherlands,NLD,2010,1421.3411938938254
Netherlands,NLD,2011,1422.443528348769
Netherlands,NLD,2012,1413.1395427795383
Netherlands,NLD,2013,1414.6567283527531
Netherlands,NLD,2014,1419.590113285273
New Zealand,NZL,1950,2147.1417212781835
New Zealand,NZL,1951,2127.2851739931557
New Zealand,NZL,1952,2107.6122580288625
New Zealand,NZL,1953,2088.1212751816092
New Zealand,NZL,1954,2068.8105429525162
New Zealand,NZL,1955,2049.6783944022814
New Zealand,NZL,1956,2030.7231780072868
New Zealand,NZL,1957,2011.9432575170363
New Zealand,NZL,1958,1993.337011812911
New Zealand,NZL,1959,1974.9028347682317
New Zealand,NZL,1960,1956.639135109615
New Zealand,NZL,1961,1950.9713611806396
New Zealand,NZL,1962,1945.3200050267837
New Zealand,NZL,1963,1939.685019090868
New Zealand,NZL,1964,1934.0663559534719
New Zealand,NZL,1965,1928.4639683325333
New Zealand,NZL,1966,1922.877809082953
New Zealand,NZL,1967,1917.3078311961951
New Zealand,NZL,1968,1911.7539877998934
New Zealand,NZL,1969,1906.2162321574558
New Zealand,NZL,1970,1900.6945176676727
New Zealand,NZL,1971,1896.7160617847974
New Zealand,NZL,1972,1892.943094301012
New Zealand,NZL,1973,1889.1611053753156
New Zealand,NZL,1974,1885.379116449619
New Zealand,NZL,1975,1881.604144200965
New Zealand,NZL,1976,1877.8331814820492
New Zealand,NZL,1977,1874.071240205045
New Zealand,NZL,1978,1870.3694418741156
New Zealand,NZL,1979,1866.336857339773
New Zealand,NZL,1980,1864.4523783627496
New Zealand,NZL,1981,1861.289861781628
New Zealand,NZL,1982,1846.8435261343618
New Zealand,NZL,1983,1844.5220084158584
New Zealand,NZL,1984,1852.9149565406544
New Zealand,NZL,1985,1837.2326833515426
New Zealand,NZL,1986,1834
New Zealand,NZL,1987,1838
New Zealand,NZL,1988,1829
New Zealand,NZL,1989,1820
New Zealand,NZL,1990,1809
New Zealand,NZL,1991,1792
New Zealand,NZL,1992,1799
New Zealand,NZL,1993,1853
New Zealand,NZL,1994,1848
New Zealand,NZL,1995,1841
New Zealand,NZL,1996,1834
New Zealand,NZL,1997,1826
New Zealand,NZL,1998,1829
New Zealand,NZL,1999,1845
New Zealand,NZL,2000,1836
New Zealand,NZL,2001,1825
New Zealand,NZL,2002,1826
New Zealand,NZL,2003,1823
New Zealand,NZL,2004,1830
New Zealand,NZL,2005,1815
New Zealand,NZL,2006,1795
New Zealand,NZL,2007,1774
New Zealand,NZL,2008,1761
New Zealand,NZL,2009,1740
New Zealand,NZL,2010,1755
New Zealand,NZL,2011,1746
New Zealand,NZL,2012,1734
New Zealand,NZL,2013,1752
New Zealand,NZL,2014,1762
Norway,NOR,1950,2129.3546608940496
Norway,NOR,1951,2118.571881673049
Norway,NOR,1952,2107.8437050646917
Norway,NOR,1953,2097.169854568342
Norway,NOR,1954,2086.5500550835286
Norway,NOR,1955,2075.9840329028525
Norway,NOR,1956,2065.4715157049354
Norway,NOR,1957,2055.0122325473985
Norway,NOR,1958,2044.6059138598812
Norway,NOR,1959,2034.252291437092
Norway,NOR,1960,2023.9510984318977
Norway,NOR,1961,2009.3670355407332
Norway,NOR,1962,1994.8880615969144
Norway,NOR,1963,1985.8885665821917
Norway,NOR,1964,1995.8880054874394
Norway,NOR,1965,1950.8905304138248
Norway,NOR,1966,1951.8904743043497
Norway,NOR,1967,1935.8913720559535
Norway,NOR,1968,1896.8935603254877
Norway,NOR,1969,1848.896253580299
Norway,NOR,1970,1834.8970391129524
Norway,NOR,1971,1813.3647513745395
Norway,NOR,1972,1780.479063377337
Norway,NOR,1973,1766.0874206749304
Norway,NOR,1974,1744.8925832699176
Norway,NOR,1975,1727.9479502533395
Norway,NOR,1976,1674.4108306869464
Norway,NOR,1977,1638.3151731988942
Norway,NOR,1978,1601.8863902802943
Norway,NOR,1979,1580.0399411393735
Norway,NOR,1980,1579.7629431987275
Norway,NOR,1981,1570.1909924514919
Norway,NOR,1982,1558.9263104583438
Norway,NOR,1983,1553.20984521695
Norway,NOR,1984,1548.257102558936
Norway,NOR,1985,1542.1976083120953
Norway,NOR,1986,1538.2278961606
Norway,NOR,1987,1510.767942695009
Norway,NOR,1988,1513.3289682910863
Norway,NOR,1989,1510.4457494945605
Norway,NOR,1990,1502.57431513503
Norway,NOR,1991,1500.294348508634
Norway,NOR,1992,1510.0776718120146
Norway,NOR,1993,1506.833935370497
Norway,NOR,1994,1504.9843486636166
Norway,NOR,1995,1487.7577015615418
Norway,NOR,1996,1482.5895953757224
Norway,NOR,1997,1477.5596387977896
Norway,NOR,1998,1475.5403868031854
Norway,NOR,1999,1474.3984391935833
Norway,NOR,2000,1456.5676596111568
Norway,NOR,2001,1431.0507775582093
Norway,NOR,2002,1416.5097569325571
Norway,NOR,2003,1404.2175456828613
Norway,NOR,2004,1424.1081034556958
Norway,NOR,2005,1427.5762467080112
Norway,NOR,2006,1425.3728277392054
Norway,NOR,2007,1434.489288673216
Norway,NOR,2008,1438.517386320214
Norway,NOR,2009,1416.8905950095968
Norway,NOR,2010,1426.0466911055373
Norway,NOR,2011,1430.152091254753
Norway,NOR,2012,1428.012665300801
Norway,NOR,2013,1420.2583827155947
Norway,NOR,2014,1426.865671641791
Pakistan,PAK,1970,2381.137047887324
Pakistan,PAK,1971,2421.5503701687535
Pakistan,PAK,1972,2371.415013477089
Pakistan,PAK,1973,2404.454922037422
Pakistan,PAK,1974,2437.4948329959516
Pakistan,PAK,1975,2470.5347487684726
Pakistan,PAK,1976,2430.7390180265656
Pakistan,PAK,1977,2390.9432891731385
Pakistan,PAK,1978,2351.1475626924766
Pakistan,PAK,1979,2311.936011854361
Pakistan,PAK,1980,2305.801937888199
Pakistan,PAK,1981,2301.5337894736845
Pakistan,PAK,1982,2297.284570637119
Pakistan,PAK,1983,2290.272940038685
Pakistan,PAK,1984,2315.1330606060606
Pakistan,PAK,1985,2339.02262611276
Pakistan,PAK,1986,2345.42026276832
Pakistan,PAK,1987,2312.4239477351916
Pakistan,PAK,1988,2306.99543980683
Pakistan,PAK,1989,2312.2444180602006
Pakistan,PAK,1990,2339.9137814029364
Pakistan,PAK,1991,2355.964339430894
Pakistan,PAK,1992,2371.925614780903
Pakistan,PAK,1993,2393.89852464229
Pakistan,PAK,1994,2373.3940955631397
Pakistan,PAK,1995,2379.3363122102005
Pakistan,PAK,1996,2377.394551765771
Pakistan,PAK,1997,2353.2474288964736
Pakistan,PAK,1998,2344.08778830536
Pakistan,PAK,1999,2343.4368104817363
Pakistan,PAK,2000,2352.717084673098
Pakistan,PAK,2001,2339.450513896172
Pakistan,PAK,2002,2320.0811049445006
Pakistan,PAK,2003,2331.8771583889297
